u0,lastpont,LSE
"[0.4161616161616162, 0.5272727272727272, 0.7575757575757576, 0.5656565656565656, 4.04040404040404e-6]","[0.1653904809999196, 0.40478462771287477, 0.01082141038974031, 0.024462850649974565, 2.9142393812027093e-19]","[-0.00012403183676215588, -0.19421227162801338, -0.42030506569397125, -0.8757742694572215, -Inf]"
"[0.36464646464646466, 0.34545454545454546, 0.7373737373737373, 0.1919191919191919, 2.8282828282828282e-5]","[0.153837958440893, 0.4934703245600591, 0.0009922280385254998, 0.03870133994511187, 9.255293043928965e-20]","[-0.00027401091533025103, -0.19398759962214424, -0.4203253115225556, -0.8758198332311309, -Inf]"
"[0.8712121212121212, 0.6272727272727273, 0.5252525252525253, 0.8080808080808081, 7.171717171717172e-5]","[0.1618177745582586, 0.414388230739294, 0.00808588751132423, 0.02510098074469211, 2.0431066495724596e-19]","[-0.0001262128480019254, -0.19418677202169704, -0.42031368815949127, -0.8757891910530455, -Inf]"
"[0.2787878787878788, 0.33636363636363636, 0.020202020202020204, 0.7373737373737373, 2.4242424242424244e-5]","[0.414205833066238, 0.38859912234967925, 0.2973103246548438, 0.1620891649698572, 1.605502051086794e-8]","[-0.0005611026510281688, -0.19474325395074898, -0.4201252232944552, -0.874874053968351, -Inf]"
"[0.3303030303030303, 0.509090909090909, 0.9797979797979798, 0.16161616161616163, 6.565656565656565e-5]","[0.15391236114190235, 0.482133910868415, 0.0013134489050454028, 0.036033770876712425, 9.320887612251364e-20]","[-0.00024522670886647726, -0.1940146510656973, -0.4203258450045175, -0.8758230998939204, -Inf]"
"[0.6308080808080808, 0.6181818181818182, 0.7676767676767676, 0.5454545454545454, 7.676767676767676e-5]","[0.16451721380130951, 0.4068422929463621, 0.01015264209891476, 0.024569186722775846, 2.6719288318923037e-19]","[-0.00012395452596121838, -0.19420680225187859, -0.42030721522977815, -0.8757777612247993, -Inf]"
"[0.9141414141414141, 0.7636363636363637, 0.9494949494949495, 0.494949494949495, 2.121212121212121e-5]","[0.16265005947488115, 0.41183792145766457, 0.008723604955553238, 0.024898235731827263, 2.219316929589856e-19]","[-0.00012503400615638752, -0.19419353420521238, -0.42031172823883345, -0.8757855582472734, -Inf]"
"[0.23585858585858585, 0.45454545454545453, 0.2222222222222222, 0.9696969696969697, 6.767676767676768e-5]","[0.23854600467702924, 0.362300285327081, 0.07716057657774619, 0.04122878593166825, 4.177771763134679e-16]","[-0.00033544288927170725, -0.19431256615160422, -0.42016709957014015, -0.875576162727314, -Inf]"
"[0.8454545454545455, 0.17272727272727273, 0.8383838383838383, 0.030303030303030304, 8.484848484848485e-5]","[0.15469670755618367, 0.5311573212675894, 0.0004163901810678954, 0.04929136353417117, 1.0095413618157552e-19]","[-0.0003762409130284674, -0.19390160227213016, -0.4203245323196153, -0.8757960309880655, -Inf]"
"[0.3560606060606061, 0.4909090909090909, 0.7474747474747475, 0.3939393939393939, 3.3333333333333335e-5]","[0.15971838792828355, 0.4220583545327308, 0.006468965895736059, 0.025833063884791074, 1.6583347431428978e-19]","[-0.00013197069131218482, -0.19416650899813387, -0.42031840863813325, -0.8757988227703833, -Inf]"
"[0.854040404040404, 0.5727272727272728, 0.010101010101010102, 0.7777777777777778, 1.616161616161616e-5]","[0.1802307803126317, 0.38349856137810084, 0.022471923804989417, 0.02494945114759952, 1.2740577303591912e-18]","[-0.00015042589094461042, -0.19426836768448363, -0.4202683455293843, -0.8757251355248784, -Inf]"
"[0.6050505050505051, 0.9, 0.9696969696969697, 0.16161616161616163, 4.242424242424242e-5]","[0.18351574012607513, 0.38067034074510353, 0.025154652970335582, 0.0253857189460992, 1.765971459339146e-18]","[-0.00015913147875688444, -0.19427563201982695, -0.42026060792618297, -0.875715927542942, -Inf]"
"[0.9742424242424242, 0.4909090909090909, 0.6464646464646465, 0.5050505050505051, 1.4141414141414141e-5]","[0.15606333711903528, 0.4437713590301552, 0.003547346669283819, 0.028705371228968584, 1.1533841115382466e-19]","[-0.00016205485808659122, -0.19411006252022953, -0.42032507114251916, -0.8758169803992172, -Inf]"
"[0.8282828282828283, 0.4636363636363636, 0.9393939393939394, 0.797979797979798, 2.7272727272727273e-5]","[0.15560818151445524, 0.44814857874390973, 0.0031554352314463077, 0.029405208640789007, 1.1024338133779702e-19]","[-0.00016999131534943838, -0.1940988829826471, -0.4203256194263771, -0.8758192115332688, -Inf]"
"[0.3303030303030303, 0.6727272727272727, 0.898989898989899, 0.9292929292929293, 8.98989898989899e-5]","[0.1624280126157882, 0.41249615397719885, 0.008553558461772104, 0.024948446001221338, 2.1708700320188773e-19]","[-0.0001252998801629807, -0.1941917879735538, -0.42031225489364, -0.8757865175566465, -Inf]"
"[0.5191919191919192, 0.3181818181818182, 0.7676767676767676, 0.32323232323232326, 5.555555555555556e-5]","[0.15396269305438715, 0.4792246012005895, 0.0014128715291775165, 0.03538599564041073, 9.366910051386536e-20]","[-0.00023806707418960084, -0.19402167895289876, -0.4203259705610981, -0.8758236032950295, -Inf]"
"[0.49343434343434345, 0.39090909090909093, 0.020202020202020204, 0.5959595959595959, 9.696969696969698e-5]","[0.27505855147134584, 0.3618041765268903, 0.11861637131310675, 0.059738725638387294, 1.5677096247455908e-14]","[-0.0005050933450292657, -0.1942680318473128, -0.42013847568185214, -0.8754643197374458, -Inf]"
"[0.9141414141414141, 0.8090909090909091, 0.5959595959595959, 0.8080808080808081, 6.161616161616162e-5]","[0.16680629606292136, 0.4017509012716708, 0.01190757575252767, 0.02434130602893227, 3.3546642419953626e-19]","[-0.00012476438392096137, -0.19422033465153857, -0.42030154754210475, -0.8757687984920686, -Inf]"
"[0.8111111111111111, 0.1, 0.7575757575757576, 0.4444444444444444, 3.535353535353535e-5]","[0.15391278640621175, 0.48210551717002786, 0.001314382121566889, 0.03602737657294981, 9.321274425787178e-20]","[-0.0002451563423239494, -0.19401471948701055, -0.42032584627305347, -0.8758231054897737, -Inf]"
"[0.8797979797979798, 0.6181818181818182, 0.8282828282828283, 0.25252525252525254, 6.767676767676768e-5]","[0.15548055105577727, 0.4495147547826654, 0.003042899812330701, 0.029631186885924993, 1.0885589383475137e-19]","[-0.0001725713781637398, -0.1940954086250637, -0.4203257530679438, -0.8758198186820771, -Inf]"
"[0.23585858585858585, 0.6636363636363637, 0.45454545454545453, 0.29292929292929293, 8.484848484848485e-5]","[0.45905123831832007, 0.40294440871467774, 0.35437106521500156, 0.19465523510239677, 1.3895105802169955e-6]","[-0.0005536609963955323, -0.1949012162617014, -0.4201344118453682, -0.8746852099898695, -Inf]"
"[0.49343434343434345, 0.5727272727272728, 0.06060606060606061, 0.3939393939393939, 4.848484848484849e-5]","[0.739367532710929, 0.57570257035364, 0.6987613903502344, 0.41866429020828155, 9.999999999565208e-5]","[-0.00018898027990455735, -0.19510796561810206, -0.4201951434574293, -0.8744004545276055, -Inf]"
"[0.6823232323232323, 0.7545454545454545, 0.9696969696969697, 0.5252525252525253, 1.0101010101010101e-5]","[0.1655761344404901, 0.4043666371029539, 0.010963683271428699, 0.024443527784446795, 2.9685217782001396e-19]","[-0.00012408778151436531, -0.1942133827189202, -0.4203046064043893, -0.8757735389979466, -Inf]"
"[0.2873737373737374, 0.8909090909090909, 0.45454545454545453, 0.797979797979798, 5.252525252525252e-5]","[0.27914230958247593, 0.36203326216336756, 0.1235269712289914, 0.06219171817922904, 2.351568284966445e-14]","[-0.0005314169402060372, -0.19425605127046366, -0.4201364792586492, -0.8754501712060873, -Inf]"
"[0.5535353535353535, 0.6181818181818182, 0.7575757575757576, 0.898989898989899, 0.0001]","[0.16287961760526845, 0.41117322685590235, 0.008899354597986584, 0.024849077036462202, 2.2705400529681584e-19]","[-0.00012479348040073592, -0.19419529815666062, -0.42031118116436994, -0.875784573902672, -Inf]"
"[0.793939393939394, 0.34545454545454546, 0.9696969696969697, 0.797979797979798, 6.161616161616162e-5]","[0.15491531418915738, 0.45661479410103945, 0.0025235684744018714, 0.030861883147981297, 1.0292081174311481e-19]","[-0.00018669643467187583, -0.19407746875792953, -0.4203262075708556, -0.8758223180095772, -Inf]"
"[0.7853535353535354, 0.8818181818181818, 0.2828282828282828, 0.46464646464646464, 8.282828282828283e-5]","[0.27866797905008245, 0.36200418455137806, 0.1229542101923583, 0.061903133827236737, 2.2433862810817032e-14]","[-0.0005282320384769108, -0.19425756390548848, -0.4201367010522481, -0.8754518318623431, -Inf]"
"[0.5363636363636364, 0.7727272727272727, 0.3333333333333333, 0.9797979797979798, 2.2222222222222223e-5]","[0.19686169075714705, 0.37242421470741044, 0.036521230766883926, 0.027857292904325013, 6.652070110792607e-18]","[-0.00019786712815777544, -0.19429615630987493, -0.42023156698445846, -0.8756813559444163, -Inf]"
"[0.3474747474747475, 0.2909090909090909, 0.40404040404040403, 1.0, 8.383838383838384e-5]","[0.16588301287031837, 0.4036896693256861, 0.011198946454093221, 0.02441393323586968, 3.0604748188607745e-19]","[-0.00012420822337417436, -0.194215182165653, -0.42030384570650886, -0.8757723404122733, -Inf]"
"[0.8368686868686869, 0.39090909090909093, 0.46464646464646464, 0.5656565656565656, 1.4141414141414141e-5]","[0.15643069197150103, 0.4406829275982126, 0.003855507034962832, 0.028234301956350218, 1.1962308374850683e-19]","[-0.00015677899346577766, -0.19411799342864697, -0.4203245601988182, -0.8758151363244341, -Inf]"
"[0.8025252525252525, 0.44545454545454544, 0.2727272727272727, 0.16161616161616163, 6.96969696969697e-5]","[0.15404181652831642, 0.47573596455831535, 0.0015428440648042028, 0.03462891953039098, 9.440030772439308e-20]","[-0.00022962289165258693, -0.19403015203103413, -0.4203261057273227, -0.8758240171191823, -Inf]"
"[0.7338383838383838, 0.8545454545454545, 0.5757575757575758, 0.9696969696969697, 9.898989898989899e-5]","[0.16696944075093167, 0.40142263810122664, 0.012032934874707954, 0.02433086422983334, 3.40951349918213e-19]","[-0.00012489060607122275, -0.19422120681688096, -0.42030114023145093, -0.8757681823142659, -Inf]"
"[0.5621212121212121, 0.8181818181818182, 0.08080808080808081, 0.050505050505050504, 2.02020202020202e-6]","[0.5088292301352224, 0.8553497530329015, 0.06935223322560075, 0.6378047290175248, 7.212878136444894e-5]","[-0.00015484275934301545, -0.19430572221006245, -0.4195339312290504, -0.875838354069541, -Inf]"
"[0.5707070707070707, 0.6545454545454545, 0.2828282828282828, 0.7373737373737373, 9.191919191919192e-5]","[0.22141886943698014, 0.36468362573336166, 0.05952248161085974, 0.03474501054716578, 7.626879430319882e-17]","[-0.0002756913444372348, -0.19431246395085341, -0.42018891853182366, -0.8756209137536111, -Inf]"
"[0.793939393939394, 0.7272727272727273, 0.050505050505050504, 0.24242424242424243, 5.050505050505051e-6]","[0.5573252654328954, 0.44251996996106113, 0.4747066742201005, 0.26255840713755624, 9.960797889629903e-5]","[-0.0005243552392106579, -0.1951334151652592, -0.4201856136229451, -0.8743515503586317, -Inf]"
"[0.36464646464646466, 0.7727272727272727, 0.010101010101010102, 0.5151515151515151, 8.787878787878787e-5]","[0.7465529806379887, 0.5852174663096793, 0.7076853558001189, 0.4283732069826562, 9.999999999789543e-5]","[-0.0001587344486165298, -0.19508851041752523, -0.4201899717544946, -0.8744310454777454, -Inf]"
"[0.9914141414141414, 0.36363636363636365, 0.5454545454545454, 0.04040404040404041, 8.585858585858586e-5]","[0.154116360039044, 0.5139573068894745, 0.0006092697038461934, 0.04411717038396906, 9.522046691544994e-20]","[-0.00032869945237691057, -0.1939400834192625, -0.42032456851687594, -0.8758091505769324, -Inf]"
"[0.5792929292929293, 0.7545454545454545, 0.6161616161616161, 0.5858585858585859, 2.2222222222222223e-5]","[0.18367038908342997, 0.38054706161140217, 0.02528202226987009, 0.025408183438783993, 1.7933243195371336e-18]","[-0.00015955285451212938, -0.19427594674269144, -0.4202602489658314, -0.8757155032960141, -Inf]"
"[0.16717171717171717, 0.9818181818181818, 0.25252525252525254, 0.7474747474747475, 4.949494949494949e-5]","[0.41711411492172656, 0.38946202050000767, 0.30105426830170584, 0.16425217317300245, 2.1454524605884986e-8]","[-0.0005601823375717678, -0.19475469175914056, -0.42012560350657974, -0.8748613701524369, -Inf]"
"[0.37323232323232325, 0.4636363636363636, 0.45454545454545453, 0.7676767676767676, 9.595959595959596e-5]","[0.1859880654762126, 0.3787936050854129, 0.027202692247252743, 0.025764057799878788, 2.2578484857104864e-18]","[-0.00016597068350337191, -0.1942804031146301, -0.42025492928455316, -0.8757092315549442, -Inf]"
"[0.26161616161616164, 0.9272727272727272, 0.37373737373737376, 0.7676767676767676, 5.0505050505050505e-5]","[0.35534155981101967, 0.37336012110188393, 0.2206686233642114, 0.11703613020867148, 4.5685065487516414e-11]","[-0.0006349313078702469, -0.19444272657852468, -0.4201222903128425, -0.875137196643999, -Inf]"
"[0.2101010101010101, 0.8454545454545455, 0.3939393939393939, 0.8686868686868687, 5.555555555555556e-5]","[0.2733985127994505, 0.36172507376494534, 0.11663388348210992, 0.05876231676851231, 1.329494309342178e-14]","[-0.0004950434177244414, -0.194272285194308, -0.4201393451391607, -0.8754699744150273, -Inf]"
"[0.7681818181818182, 0.14545454545454545, 0.3939393939393939, 0.9292929292929293, 6.0606060606060605e-5]","[0.15609871485301438, 0.4434586262206257, 0.0035772984862126496, 0.028656804463612216, 1.157442331914892e-19]","[-0.00016150799526234302, -0.1941108639991477, -0.4203250243677262, -0.8758168039868199, -Inf]"
"[0.43333333333333335, 0.9272727272727272, 0.2828282828282828, 0.8282828282828283, 5.252525252525252e-5]","[0.3038369032184539, 0.3643617367919247, 0.1540938348309773, 0.07841616528643576, 2.731504530579491e-13]","[-0.0007932599507264153, -0.19408384775231594, -0.42012801636991015, -0.8753577240681282, -Inf]"
"[0.9398989898989899, 0.6181818181818182, 0.7575757575757576, 0.9797979797979798, 1.616161616161616e-5]","[0.1571982005266672, 0.43514704623213596, 0.0044835323788257105, 0.027438930106979804, 1.2909829877220712e-19]","[-0.00014806364643565396, -0.19413229518005623, -0.42032334010929695, -0.8758112470408705, -Inf]"
"[0.8712121212121212, 0.6090909090909091, 0.6464646464646465, 0.98989898989899, 8.383838383838384e-5]","[0.15837344684807178, 0.4283107081818788, 0.00541934225861915, 0.026549003426091147, 1.4508706557132185e-19]","[-0.00013878551257470346, -0.1941501001476148, -0.4203211786617093, -0.8758053510943562, -Inf]"
"[0.3560606060606061, 0.37272727272727274, 0.8383838383838383, 0.4444444444444444, 7.575757575757576e-5]","[0.15467963966221376, 0.4603072127440117, 0.002291824827302445, 0.03153847185267759, 1.0054476036800834e-19]","[-0.000194475814781295, -0.19406821732871837, -0.4203263110643894, -0.8758231990656975, -Inf]"
"[0.36464646464646466, 0.18181818181818182, 0.4444444444444444, 0.0, 6.464646464646465e-5]","[0.15474102575669096, 0.5321920779384048, 0.0004074531394765619, 0.04962199101728134, 1.0140518336294424e-19]","[-0.00037912913825841066, -0.1938993297712464, -0.4203245523482017, -0.8757951329642759, -Inf]"
"[0.4505050505050505, 0.8, 0.35353535353535354, 0.2222222222222222, 3.434343434343434e-5]","[0.7248994259808079, 0.5585767936276635, 0.6803662403322134, 0.40098131558257977, 9.99999999812723e-5]","[-0.00024267732927450472, -0.1951383928261406, -0.4202045208561021, -0.8743497376885981, -Inf]"
"[0.5535353535353535, 0.4, 0.5151515151515151, 0.6363636363636364, 7.575757575757576e-5]","[0.1588067536101322, 0.426146502383961, 0.005759347504694254, 0.026290044226146288, 1.5147035779824327e-19]","[-0.00013623230929664523, -0.19415576734562295, -0.42032031493004424, -0.8758032187252899, -Inf]"
"[0.18434343434343434, 0.7818181818181819, 0.9494949494949495, 0.08080808080808081, 1.1111111111111112e-5]","[0.17958348264019558, 0.3841075761663329, 0.021948324673458426, 0.024873289252281987, 1.1946689481457599e-18]","[-0.0001487738743455017, -0.19426679347195072, -0.4202698945541078, -0.8757269988078903, -Inf]"
"[0.3904040404040404, 0.7727272727272727, 0.9595959595959596, 0.7070707070707071, 2.02020202020202e-6]","[0.16558184225228584, 0.40435388857040677, 0.010968058004375607, 0.024442950929700242, 2.9702065874126797e-19]","[-0.00012408970719957673, -0.19421341660648167, -0.4203045922724843, -0.8757735166047096, -Inf]"
"[0.3474747474747475, 0.6181818181818182, 0.24242424242424243, 0.5959595959595959, 5.555555555555556e-5]","[0.5605460036263616, 0.4440384321500827, 0.47857615238913137, 0.2647859348032321, 9.971587554604187e-5]","[-0.0005222976318798104, -0.1951382552115938, -0.42018780616072643, -0.8743434712078048, -Inf]"
"[0.793939393939394, 0.9181818181818182, 0.6565656565656566, 0.6060606060606061, 1.8181818181818182e-5]","[0.17797001257616069, 0.38570988598871586, 0.02065017419395809, 0.024698864460354287, 1.0176498695651208e-18]","[-0.00014476599942804365, -0.19426263723450876, -0.4202737880628649, -0.8757317231422609, -Inf]"
"[0.9656565656565657, 0.4, 0.40404040404040403, 0.2222222222222222, 4.7474747474747476e-5]","[0.15401444113649376, 0.47684177659283405, 0.0015003126487038046, 0.03486657189459431, 9.41463905753124e-20]","[-0.00023228211770001637, -0.1940274608857866, -0.42032606506887454, -0.875823908703043, -Inf]"
